"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Panama","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1009",""
"Panama","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1106",""
"Panama","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1188",""
"Panama","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1252",""
"Panama","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1257",""
"Panama","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1165",""
"Panama","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1037",""
"Panama","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1292",""
"Panama","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1258",""
"Panama","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","1149",""
"Panama","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","1029",""
"Panama","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","900",""
"Panama","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","767",""
"Panama","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","631",""
"Panama","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","502",""
"Panama","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","381",""
"Panama","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","271",""
"Panama","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","798",""
"Panama","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","1223",""
"Panama","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1181",""
"Panama","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","1457",""
"Panama","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","1567",""
"Panama","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","1647",""
"Panama","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","1758",""
"Panama","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","1868",""
"Panama","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","1964",""
"Panama","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","2033",""
"Panama","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","2058",""
"Panama","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","1985",""
"Panama","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","1850",""
"Panama","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","2167",""
"Panama","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","2157",""
"Panama","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","2042",""
"Panama","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","1891",""
"Panama","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","1743",""
"Panama","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","1534",""
"Panama","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","1322",""
"Panama","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","1094",""
"Panama","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","872",""
"Panama","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","685",""
"Panama","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","619",""
"Panama","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","826",""
"Panama","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","808",""
"Panama","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","1077",""
"Panama","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","1205",""
"Panama","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","1292",""
"Panama","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","1416",""
"Panama","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","1535",""
"Panama","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","1635",""
"Panama","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","1701",""
"Panama","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","1725",""
"Panama","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","1655",""
"Panama","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","1524",""
"Panama","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","1810",""
"Panama","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","1784",""
"Panama","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","1670",""
"Panama","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","1530",""
"Panama","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","1369",""
"Panama","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","1192",""
"Panama","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","1006",""
"Panama","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","818",""
"Panama","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","635",""
"Panama","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","468",""
"Panama","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","466",""
"Panama","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","501",""
"Panama","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","496",""
"Panama","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","740",""
"Panama","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","863",""
"Panama","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","955",""
"Panama","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1076",""
"Panama","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1180",""
"Panama","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1266",""
"Panama","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1327",""
"Panama","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1341",""
"Panama","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1258",""
"Panama","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1120",""
"Panama","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1377",""
"Panama","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1339",""
"Panama","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","1223",""
"Panama","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","1097",""
"Panama","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","960",""
"Panama","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","820",""
"Panama","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","679",""
"Panama","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","543",""
"Panama","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","413",""
"Panama","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","302",""
"Panama","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","850",""
"Panama","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","1285",""
"Panama","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1252",""
"Panama","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","1543",""
"Panama","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","1665",""
"Panama","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","1752",""
"Panama","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","1870",""
"Panama","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","1984",""
"Panama","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","2084",""
"Panama","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","2157",""
"Panama","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","2185",""
"Panama","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","2125",""
"Panama","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","1982",""
"Panama","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","2296",""
"Panama","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","2281",""
"Panama","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","2164",""
"Panama","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","2012",""
"Panama","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","1841",""
"Panama","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","1634",""
"Panama","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","1409",""
"Panama","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","1174",""
"Panama","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","939",""
"Panama","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","745",""
"Papua New Guinea","Children (0-14) estimate","2012","UNAIDS_Spectrum Estimates_","Number","206",""
"Papua New Guinea","Children (0-14) estimate","2011","UNAIDS_Spectrum Estimates_","Number","233",""
"Papua New Guinea","Children (0-14) estimate","2010","UNAIDS_Spectrum Estimates_","Number","245",""
"Papua New Guinea","Children (0-14) estimate","2009","UNAIDS_Spectrum Estimates_","Number","250",""
"Papua New Guinea","Children (0-14) estimate","2008","UNAIDS_Spectrum Estimates_","Number","266",""
"Papua New Guinea","Children (0-14) estimate","2007","UNAIDS_Spectrum Estimates_","Number","275",""
"Papua New Guinea","Children (0-14) estimate","2006","UNAIDS_Spectrum Estimates_","Number","278",""
"Papua New Guinea","Children (0-14) estimate","2005","UNAIDS_Spectrum Estimates_","Number","269",""
"Papua New Guinea","Children (0-14) estimate","2004","UNAIDS_Spectrum Estimates_","Number","254",""
"Papua New Guinea","Children (0-14) estimate","2003","UNAIDS_Spectrum Estimates_","Number","234",""
"Papua New Guinea","Children (0-14) estimate","2002","UNAIDS_Spectrum Estimates_","Number","213",""
"Papua New Guinea","Children (0-14) estimate","2001","UNAIDS_Spectrum Estimates_","Number","190",""
"Papua New Guinea","Children (0-14) estimate","2000","UNAIDS_Spectrum Estimates_","Number","167",""
"Papua New Guinea","Children (0-14) estimate","1999","UNAIDS_Spectrum Estimates_","Number","143",""
"Papua New Guinea","Children (0-14) estimate","1998","UNAIDS_Spectrum Estimates_","Number","120",""
"Papua New Guinea","Children (0-14) estimate","1997","UNAIDS_Spectrum Estimates_","Number","98",""
"Papua New Guinea","Children (0-14) estimate","1996","UNAIDS_Spectrum Estimates_","Number","78",""
"Papua New Guinea","Children (0-14) estimate","1995","UNAIDS_Spectrum Estimates_","Number","59",""
"Papua New Guinea","Children (0-14) estimate","1994","UNAIDS_Spectrum Estimates_","Number","43",""
"Papua New Guinea","Children (0-14) estimate","1993","UNAIDS_Spectrum Estimates_","Number","30",""
"Papua New Guinea","Children (0-14) estimate","1992","UNAIDS_Spectrum Estimates_","Number","20",""
"Papua New Guinea","Children (0-14) estimate","1991","UNAIDS_Spectrum Estimates_","Number","13",""
"Papua New Guinea","Children (0-14) estimate","1990","UNAIDS_Spectrum Estimates_","Number","7",""
"Papua New Guinea","Children (0-14) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","139",""
"Papua New Guinea","Children (0-14) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","162",""
"Papua New Guinea","Children (0-14) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","171",""
"Papua New Guinea","Children (0-14) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","173",""
"Papua New Guinea","Children (0-14) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","189",""
"Papua New Guinea","Children (0-14) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","197",""
"Papua New Guinea","Children (0-14) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","196",""
"Papua New Guinea","Children (0-14) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","186",""
"Papua New Guinea","Children (0-14) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","171",""
"Papua New Guinea","Children (0-14) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","152",""
"Papua New Guinea","Children (0-14) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","130",""
"Papua New Guinea","Children (0-14) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","108",""
"Papua New Guinea","Children (0-14) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","86",""
"Papua New Guinea","Children (0-14) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","66",""
"Papua New Guinea","Children (0-14) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","50",""
"Papua New Guinea","Children (0-14) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","37",""
"Papua New Guinea","Children (0-14) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","26",""
"Papua New Guinea","Children (0-14) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","17",""
"Papua New Guinea","Children (0-14) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","12",""
"Papua New Guinea","Children (0-14) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","8",""
"Papua New Guinea","Children (0-14) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","5",""
"Papua New Guinea","Children (0-14) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","3",""
"Papua New Guinea","Children (0-14) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","2",""
"Papua New Guinea","Children (0-14) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","291",""
"Papua New Guinea","Children (0-14) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","322",""
"Papua New Guinea","Children (0-14) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","336",""
"Papua New Guinea","Children (0-14) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","344",""
"Papua New Guinea","Children (0-14) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","363",""
"Papua New Guinea","Children (0-14) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","378",""
"Papua New Guinea","Children (0-14) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","383",""
"Papua New Guinea","Children (0-14) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","373",""
"Papua New Guinea","Children (0-14) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","358",""
"Papua New Guinea","Children (0-14) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","338",""
"Papua New Guinea","Children (0-14) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","316",""
"Papua New Guinea","Children (0-14) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","293",""
"Papua New Guinea","Children (0-14) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","264",""
"Papua New Guinea","Children (0-14) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","234",""
"Papua New Guinea","Children (0-14) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","203",""
"Papua New Guinea","Children (0-14) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","171",""
"Papua New Guinea","Children (0-14) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","139",""
"Papua New Guinea","Children (0-14) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","110",""
"Papua New Guinea","Children (0-14) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","82",""
"Papua New Guinea","Children (0-14) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","59",""
"Papua New Guinea","Children (0-14) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","40",""
"Papua New Guinea","Children (0-14) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","25",""
"Papua New Guinea","Children (0-14) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","15",""
"Papua New Guinea","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","785",""
"Papua New Guinea","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","964",""
"Papua New Guinea","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","896",""
"Papua New Guinea","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","811",""
"Papua New Guinea","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","883",""
"Papua New Guinea","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","1352",""
"Papua New Guinea","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","1689",""
"Papua New Guinea","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","1707",""
"Papua New Guinea","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","1581",""
"Papua New Guinea","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","1420",""
"Papua New Guinea","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","1250",""
"Papua New Guinea","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","1077",""
"Papua New Guinea","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","908",""
"Papua New Guinea","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","746",""
"Papua New Guinea","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","594",""
"Papua New Guinea","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","458",""
"Papua New Guinea","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","339",""
"Papua New Guinea","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","240",""
"Papua New Guinea","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","163",""
"Papua New Guinea","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","105",""
"Papua New Guinea","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","64",""
"Papua New Guinea","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","38",""
"Papua New Guinea","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","21",""
"Papua New Guinea","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","416",""
"Papua New Guinea","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","543",""
"Papua New Guinea","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","485",""
"Papua New Guinea","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","407",""
"Papua New Guinea","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","475",""
"Papua New Guinea","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","855",""
"Papua New Guinea","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1140",""
"Papua New Guinea","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1125",""
"Papua New Guinea","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","974",""
"Papua New Guinea","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","801",""
"Papua New Guinea","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","634",""
"Papua New Guinea","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","491",""
"Papua New Guinea","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","363",""
"Papua New Guinea","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","268",""
"Papua New Guinea","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","190",""
"Papua New Guinea","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","132",""
"Papua New Guinea","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","89",""
"Papua New Guinea","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","60",""
"Papua New Guinea","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","41",""
"Papua New Guinea","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","27",""
"Papua New Guinea","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","18",""
"Papua New Guinea","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","12",""
"Papua New Guinea","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","7",""
"Papua New Guinea","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","1299",""
"Papua New Guinea","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","1490",""
"Papua New Guinea","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1444",""
"Papua New Guinea","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","1358",""
"Papua New Guinea","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","1431",""
"Papua New Guinea","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","1988",""
"Papua New Guinea","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","2370",""
"Papua New Guinea","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","2402",""
"Papua New Guinea","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","2277",""
"Papua New Guinea","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","2106",""
"Papua New Guinea","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","1940",""
"Papua New Guinea","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","1719",""
"Papua New Guinea","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","1509",""
"Papua New Guinea","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","1283",""
"Papua New Guinea","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","1070",""
"Papua New Guinea","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","852",""
"Papua New Guinea","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","654",""
"Papua New Guinea","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","470",""
"Papua New Guinea","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","322",""
"Papua New Guinea","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","207",""
"Papua New Guinea","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","126",""
"Papua New Guinea","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","72",""
"Papua New Guinea","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","38",""
"Papua New Guinea","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","990",""
"Papua New Guinea","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","1197",""
"Papua New Guinea","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","1141",""
"Papua New Guinea","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","1061",""
"Papua New Guinea","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","1149",""
"Papua New Guinea","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","1627",""
"Papua New Guinea","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","1967",""
"Papua New Guinea","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","1976",""
"Papua New Guinea","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","1835",""
"Papua New Guinea","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","1654",""
"Papua New Guinea","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","1463",""
"Papua New Guinea","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","1268",""
"Papua New Guinea","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","1075",""
"Papua New Guinea","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","889",""
"Papua New Guinea","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","715",""
"Papua New Guinea","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","556",""
"Papua New Guinea","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","416",""
"Papua New Guinea","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","300",""
"Papua New Guinea","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","206",""
"Papua New Guinea","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","135",""
"Papua New Guinea","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","84",""
"Papua New Guinea","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","50",""
"Papua New Guinea","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","28",""
"Papua New Guinea","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","565",""
"Papua New Guinea","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","713",""
"Papua New Guinea","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","656",""
"Papua New Guinea","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","576",""
"Papua New Guinea","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","667",""
"Papua New Guinea","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","1046",""
"Papua New Guinea","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1331",""
"Papua New Guinea","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1301",""
"Papua New Guinea","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1142",""
"Papua New Guinea","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","954",""
"Papua New Guinea","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","764",""
"Papua New Guinea","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","593",""
"Papua New Guinea","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","456",""
"Papua New Guinea","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","335",""
"Papua New Guinea","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","242",""
"Papua New Guinea","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","171",""
"Papua New Guinea","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","117",""
"Papua New Guinea","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","79",""
"Papua New Guinea","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","52",""
"Papua New Guinea","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","34",""
"Papua New Guinea","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","23",""
"Papua New Guinea","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","15",""
"Papua New Guinea","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","9",""
"Papua New Guinea","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","1593",""
